StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID69,QID3,QID4,DOB1#1_1,DOB1#2_1,DOB1#3_1,QID10,QID11,QID12,QID13,QID14,QID15,QID63,QID72,lifesat3,QID74,QID75,QID76,QID77,QID78,QID79,QID80,QID81,QID16,QID17,QID18,Q16,Q17,Q18,Q19,Q20,Q21,Q22,QID26,QID27,QID28,QID29,QID30,QID31,QID32,QID33,QID34,QID35,QID36,QID37,QID38,QID39,QID40,QID41,QID42,QID43,QID44,QID45,QID46,QID47,QID48,QID49,QID50,QID51,QID52,QID53,QID54,QID83,QID84,QID85,QID86,fas5,QID88,QID101,QID101_5_TEXT,QID89,School contact,School name,School seed code,Local Authority
2024-07-18 11:10:02,2024-07-18 11:10:02,Survey Test,100,0,True,2024-07-18 11:10:02,R_0qZRwSOiSMzjexo,test,,"Yes, I am happy to take part",P7,Prefer not to say,March,30,1945,Fair,At no time,Some of the time,Prefer not to say,Some of the time,All of the time,9,4,3,0,6,2,4,6,Prefer not to say,5,10,"Never ",Prefer not to say,Prefer not to say,Sometimes,Sometimes,"Always ",Sometimes,"Never ","Never ","Always ","Always ",Prefer not to say,Sometimes,"Always ",Prefer not to say,"Never ",I don’t like it at all,A lot,Sometimes,Often,Sometimes,Prefer not to say,Sometimes,"Very often ",Often,Often,Often,Often,Almost never,Prefer not to say,Sometimes,Almost never,Prefer not to say,"Very often ","Very often ",Prefer not to say,"Very often ",Often,Sometimes,"Yes, two or more",No,More than two,Not at all,Two,No,Prefer not to say,,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:10:02,2024-07-18 11:10:02,Survey Test,100,0,True,2024-07-18 11:10:02,R_eh8nGiGz0OcmFD0,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:02,2024-07-18 11:10:02,Survey Test,100,0,True,2024-07-18 11:10:03,R_dcEGf79xTmpatls,test,,"Yes, I am happy to take part",Prefer not to say,In another way,March,21,2026,Poor,Most of the time,More than half of the time,Most of the time,More than half of the time,At no time,3,9,2,Prefer not to say,5,2,1,6,10,0,5,Prefer not to say,Prefer not to say,"Never ","Never ",Sometimes,"Always ",Prefer not to say,Sometimes,"Always ","Always ",Sometimes,"Never ","Always ","Always ","Always ","Always ",I like it a lot,A lot,Hardly ever,Almost never,Sometimes,"Very often ",Prefer not to say,Often,Almost never,Sometimes,Prefer not to say,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Often,Sometimes,Often,Prefer not to say,Often,Prefer not to say,"Yes, one",No,Prefer not to say,More than twice,None,Prefer not to say,Don't know postcode,,"Hanging out with friends ,Chatting/messaging friends on phone or computer ",,,,TestLocalAuthority
2024-07-18 11:10:03,2024-07-18 11:10:03,Survey Test,100,0,True,2024-07-18 11:10:03,R_eXlvbWyi2e5PE5o,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:03,2024-07-18 11:10:03,Survey Test,100,0,True,2024-07-18 11:10:03,R_2nLzXBuERgZYXpY,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:03,2024-07-18 11:10:03,Survey Test,100,0,True,2024-07-18 11:10:03,R_1zst11lKDIFqGYS,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:03,2024-07-18 11:10:03,Survey Test,100,0,True,2024-07-18 11:10:03,R_0PnxfdTwp8Fw71Y,test,,"Yes, I am happy to take part",P6,In another way,January,21,1958,Poor,All of the time,All of the time,Most of the time,Prefer not to say,All of the time,8,5,1,2,2,5,5,10,7,6,7,Always,"Always ","Never ",Prefer not to say,"Always ","Never ","Never ","Never ",Sometimes,"Never ",Prefer not to say,Sometimes,Sometimes,Sometimes,"Never ",Sometimes,I like it a lot,Some,Prefer not to say,Very often,Often,"Very often ","Very often ",Almost never,Often,"Very often ",Prefer not to say,Often,Often,Sometimes,Sometimes,Almost never,Almost never,Almost never,Often,"Very often ",Prefer not to say,"Very often ",Sometimes,"Yes, two or more",Yes,Prefer not to say,Twice,One,Yes,My postcode is:,EC1A 1HQ,"Chatting/messaging friends on phone or computer ,Outdoor activities (playing, walking, cycling etc) ,Listening to music ",,,,TestLocalAuthority
2024-07-18 11:10:04,2024-07-18 11:10:04,Survey Test,100,0,True,2024-07-18 11:10:04,R_bPzHzCHcINXt7zE,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:04,2024-07-18 11:10:04,Survey Test,100,0,True,2024-07-18 11:10:04,R_81XwqxjJJ0AjDuu,test,,"Yes, I am happy to take part",Prefer not to say,Boy,June,19,1962,Good,More than half of the time,Some of the time,All of the time,Most of the time,At no time,Prefer not to say,8,10,6,10,4,Prefer not to say,Prefer not to say,Prefer not to say,10,1,Prefer not to say,"Always ","Always ",Prefer not to say,Sometimes,"Always ",Prefer not to say,"Always ",Prefer not to say,Sometimes,"Never ","Always ","Never ","Always ",Prefer not to say,Sometimes,I don’t like it at all,Not at all,Always,Prefer not to say,Often,Prefer not to say,Often,Sometimes,Often,Almost never,Almost never,Prefer not to say,"Very often ","Very often ",Almost never,Often,Prefer not to say,Almost never,Prefer not to say,Sometimes,"Very often ",Sometimes,Often,No,Prefer not to say,Prefer not to say,Once,Two,Prefer not to say,Don't know postcode,,"Chatting/messaging friends on phone or computer ,Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:10:04,2024-07-18 11:10:04,Survey Test,100,0,True,2024-07-18 11:10:04,R_bDwJ8pdJlTSXy62,test,,"Yes, I am happy to take part",Prefer not to say,Boy,December,25,1954,Fair,More than half of the time,Most of the time,More than half of the time,Some of the time,Less than half of the time,4,3,5,8,9,6,10,3,6,5,5,Prefer not to say,Prefer not to say,"Always ",Prefer not to say,"Always ","Never ","Never ","Never ","Never ","Always ","Never ","Never ",Prefer not to say,Prefer not to say,Sometimes,"Always ",I like it a lot,Prefer not to say,Never,Very often,"Very often ","Very often ","Very often ","Very often ",Almost never,Sometimes,Almost never,Sometimes,Often,Almost never,Sometimes,"Very often ",Sometimes,Almost never,"Very often ",Almost never,Sometimes,Sometimes,Almost never,"Yes, one",No,One,Twice,None,Yes,My postcode is:,EC1A 1HQ,"Chatting/messaging friends on phone or computer ",,,,TestLocalAuthority
2024-07-18 11:10:04,2024-07-18 11:10:05,Survey Test,100,1,True,2024-07-18 11:10:05,R_50FtfuHJ9ZLsowm,test,,"Yes, I am happy to take part",P7,Prefer not to say,June,28,1977,Excellent,All of the time,Less than half of the time,More than half of the time,Less than half of the time,Some of the time,10,5,2,2,5,9,5,Prefer not to say,8,Prefer not to say,7,Always,"Always ","Never ","Never ","Never ",Prefer not to say,Sometimes,Sometimes,"Never ","Always ","Never ","Never ",Prefer not to say,"Always ","Never ",Prefer not to say,I like it a bit,Some,Never,Prefer not to say,Sometimes,Prefer not to say,Often,Often,Almost never,Sometimes,Almost never,Prefer not to say,Often,Prefer not to say,Often,Almost never,Often,Prefer not to say,Often,Sometimes,Almost never,Prefer not to say,Prefer not to say,"Yes, two or more",Yes,Prefer not to say,Not at all,More than two,Prefer not to say,Prefer not to say,,"Something else ",,,,TestLocalAuthority
2024-07-18 11:10:05,2024-07-18 11:10:05,Survey Test,100,0,True,2024-07-18 11:10:05,R_e2NABzBe18nbe7A,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:05,2024-07-18 11:10:05,Survey Test,100,0,True,2024-07-18 11:10:05,R_diH9Q7xgQ1i3LEi,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:05,2024-07-18 11:10:05,Survey Test,100,0,True,2024-07-18 11:10:05,R_6Xy4WD2WspB1QyO,test,,"Yes, I am happy to take part",Prefer not to say,Girl,February,9,1945,Prefer not to say,Most of the time,More than half of the time,Some of the time,Prefer not to say,Prefer not to say,8,0,2,10,5,Prefer not to say,0,5,8,3,3,"Never ",Sometimes,"Never ",Sometimes,"Always ","Always ",Sometimes,Sometimes,Sometimes,"Always ","Always ",Sometimes,"Always ","Always ","Never ","Always ",I like it a bit,Prefer not to say,Sometimes,Often,Almost never,Often,Prefer not to say,Often,Often,Sometimes,"Very often ",Often,Prefer not to say,Almost never,"Very often ","Very often ",Prefer not to say,Sometimes,"Very often ",Sometimes,"Very often ","Very often ",Almost never,"Yes, one",Prefer not to say,None,Not at all,Prefer not to say,Prefer not to say,Prefer not to say,,"Outdoor activities (playing, walking, cycling etc) ",,,,TestLocalAuthority
2024-07-18 11:10:06,2024-07-18 11:10:06,Survey Test,100,0,True,2024-07-18 11:10:06,R_4I8P4tyOLbBgXOK,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:06,2024-07-18 11:10:06,Survey Test,100,0,True,2024-07-18 11:10:06,R_cNi8bSTZTT2pNga,test,,"Yes, I am happy to take part",P6,Boy,September,18,1949,Poor,Less than half of the time,Most of the time,Less than half of the time,More than half of the time,At no time,6,7,Prefer not to say,10,3,Prefer not to say,8,6,6,2,7,Prefer not to say,Sometimes,Prefer not to say,Prefer not to say,"Always ","Always ",Sometimes,"Never ","Never ",Sometimes,"Always ",Prefer not to say,"Never ",Prefer not to say,"Never ",Prefer not to say,I like it a bit,A little,Often,Almost never,Prefer not to say,Almost never,"Very often ",Sometimes,Often,"Very often ","Very often ",Prefer not to say,Often,Often,Sometimes,Sometimes,"Very often ",Sometimes,Almost never,Prefer not to say,"Very often ",Prefer not to say,Prefer not to say,Prefer not to say,Yes,None,Once,Prefer not to say,Prefer not to say,My postcode is:,EC1A 1HQ,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:10:06,2024-07-18 11:10:06,Survey Test,100,0,True,2024-07-18 11:10:06,R_0Vwi8pP3weJRqS2,test,,"Yes, I am happy to take part",Prefer not to say,Girl,March,5,1972,Excellent,Less than half of the time,More than half of the time,More than half of the time,All of the time,All of the time,Prefer not to say,4,2,Prefer not to say,0,2,5,0,7,10,5,"Never ","Always ",Sometimes,"Always ","Always ",Prefer not to say,"Never ","Always ","Always ",Sometimes,"Always ","Always ",Prefer not to say,Prefer not to say,Sometimes,"Never ",I don’t like it very much,Prefer not to say,Never,Prefer not to say,Sometimes,Almost never,Often,Prefer not to say,Almost never,Prefer not to say,Almost never,"Very often ",Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Prefer not to say,Often,Almost never,Often,"Very often ",No,No,Prefer not to say,Prefer not to say,More than two,No,My postcode is:,EC1A 1HQ,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:10:06,2024-07-18 11:10:07,Survey Test,100,1,True,2024-07-18 11:10:07,R_083YmtiQtPKM7NI,test,,"Yes, I am happy to take part",Prefer not to say,In another way,March,3,1982,Poor,Some of the time,All of the time,Less than half of the time,Most of the time,At no time,2,8,8,3,6,10,9,7,4,7,Prefer not to say,Sometimes,Prefer not to say,Prefer not to say,Sometimes,Sometimes,Sometimes,"Always ","Never ","Never ",Sometimes,"Never ","Never ","Never ",Sometimes,"Never ",Sometimes,I don’t like it at all,A little,Always,Sometimes,Often,Sometimes,Almost never,Almost never,Prefer not to say,Prefer not to say,"Very often ",Sometimes,"Very often ","Very often ",Prefer not to say,"Very often ",Often,Sometimes,Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Almost never,"Yes, two or more",Prefer not to say,One,Twice,One,No,Prefer not to say,,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:11:50,2024-07-18 11:11:50,Survey Test,100,0,True,2024-07-18 11:11:50,R_0iDsQwhKt0qy2eG,test,,"Yes, I am happy to take part",P7,Prefer not to say,April,10,1992,Good,More than half of the time,At no time,Most of the time,All of the time,Some of the time,5,2,5,5,2,9,10,8,1,5,0,Always,Prefer not to say,"Never ",Prefer not to say,"Always ","Always ","Never ","Always ",Sometimes,Sometimes,Sometimes,"Never ",Sometimes,"Always ",Prefer not to say,"Never ",I like it a lot,A little,Often,Often,Almost never,Often,Sometimes,Sometimes,Prefer not to say,Sometimes,Prefer not to say,Often,Prefer not to say,Often,Sometimes,Almost never,"Very often ",Often,Almost never,Often,"Very often ",Prefer not to say,Prefer not to say,"Yes, one",Prefer not to say,Prefer not to say,Prefer not to say,One,Yes,My postcode is:,EC1A 1HQ,"Playing computer games ",,,,TestLocalAuthority
2024-07-18 11:11:50,2024-07-18 11:11:50,Survey Test,100,0,True,2024-07-18 11:11:50,R_4NrMYQV4MFSMvOe,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:11:51,2024-07-18 11:11:51,Survey Test,100,0,True,2024-07-18 11:11:51,R_6mcmxt0IhVC9BLU,test,,"Yes, I am happy to take part",P7,In another way,September,8,1980,Prefer not to say,More than half of the time,Most of the time,Some of the time,Most of the time,Prefer not to say,10,Prefer not to say,5,5,0,6,Prefer not to say,5,3,8,3,Sometimes,Prefer not to say,Sometimes,Prefer not to say,Prefer not to say,"Always ","Never ","Never ","Always ","Always ",Prefer not to say,"Never ","Always ",Sometimes,Prefer not to say,"Never ",Prefer not to say,A lot,Sometimes,Prefer not to say,Almost never,Almost never,Often,Often,Often,Prefer not to say,"Very often ",Almost never,Sometimes,Sometimes,Sometimes,Prefer not to say,Sometimes,Almost never,Prefer not to say,Often,Sometimes,Often,Almost never,"Yes, one",No,More than two,Not at all,Prefer not to say,Prefer not to say,Don't know postcode,,"Going on the internet ,Listening to music ",,,,TestLocalAuthority
2024-07-18 11:11:51,2024-07-18 11:11:51,Survey Test,100,0,True,2024-07-18 11:11:51,R_9M0VB5wF7Kj5O4u,test,,"Yes, I am happy to take part",Prefer not to say,In another way,January,11,1981,Excellent,Prefer not to say,Most of the time,All of the time,Most of the time,Some of the time,8,Prefer not to say,1,4,2,8,5,9,10,5,Prefer not to say,"Never ","Never ","Always ","Never ",Sometimes,Prefer not to say,Sometimes,"Never ","Never ",Sometimes,"Never ",Prefer not to say,"Always ","Never ",Sometimes,Sometimes,I like it a lot,A little,Hardly ever,Prefer not to say,Often,Sometimes,Often,Almost never,Almost never,Often,Often,Almost never,Often,Almost never,"Very often ","Very often ",Prefer not to say,Sometimes,Prefer not to say,Prefer not to say,Often,Almost never,Almost never,"Yes, one",No,Two,Twice,One,Yes,Don't know postcode,,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:11:51,2024-07-18 11:11:51,Survey Test,100,0,True,2024-07-18 11:11:51,R_823hVlBpDHROnmm,test,,"Yes, I am happy to take part",Prefer not to say,In another way,January,2,2006,Prefer not to say,Most of the time,Less than half of the time,Most of the time,Less than half of the time,Most of the time,6,9,5,6,7,3,10,4,10,8,5,Sometimes,"Never ","Never ",Sometimes,Sometimes,"Always ","Always ","Always ",Prefer not to say,"Always ","Never ",Prefer not to say,"Always ",Sometimes,Sometimes,Sometimes,I like it a lot,Not at all,Always,Often,Prefer not to say,Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Often,"Very often ",Almost never,Often,Almost never,"Very often ",Prefer not to say,Prefer not to say,Sometimes,"Very often ",Often,Often,Often,Sometimes,"Yes, one",Yes,None,More than twice,Two,Prefer not to say,Don't know postcode,,"Doing a physical activity or sport ,Something else ",,,,TestLocalAuthority
2024-07-18 11:11:52,2024-07-18 11:11:53,Survey Test,100,1,True,2024-07-18 11:11:53,R_afMNeIwMUl9m28K,test,,"Yes, I am happy to take part",Prefer not to say,Prefer not to say,December,3,1937,Poor,More than half of the time,Some of the time,Less than half of the time,More than half of the time,Most of the time,0,5,9,7,9,5,2,1,1,7,6,Prefer not to say,"Always ",Sometimes,"Always ",Sometimes,"Never ",Sometimes,Prefer not to say,"Never ","Always ","Always ",Sometimes,Sometimes,"Always ","Never ",Sometimes,I like it a bit,A lot,Often,Almost never,Sometimes,Prefer not to say,Prefer not to say,Almost never,Prefer not to say,Prefer not to say,Often,Often,Almost never,Sometimes,Prefer not to say,"Very often ",Often,Sometimes,Often,Sometimes,Almost never,Prefer not to say,Prefer not to say,No,No,Prefer not to say,Twice,More than two,Prefer not to say,My postcode is:,EC1A 1HQ,"Listening to music ",,,,TestLocalAuthority
2024-07-18 11:11:53,2024-07-18 11:11:53,Survey Test,100,0,True,2024-07-18 11:11:53,R_eONC0sF8nzihUay,test,,"Yes, I am happy to take part",Prefer not to say,Girl,May,6,1996,Good,Some of the time,All of the time,Some of the time,More than half of the time,At no time,3,10,4,9,1,7,5,2,1,7,1,"Never ",Prefer not to say,"Never ","Always ","Never ",Sometimes,"Always ",Sometimes,"Never ","Always ",Prefer not to say,Prefer not to say,"Always ",Prefer not to say,"Always ",Sometimes,I don’t like it very much,A lot,Sometimes,Prefer not to say,Often,"Very often ",Often,Often,Often,Almost never,Often,Sometimes,Almost never,"Very often ",Prefer not to say,Almost never,"Very often ",Often,Almost never,Prefer not to say,Often,Often,Almost never,"Yes, one",Yes,Prefer not to say,Twice,None,No,Don't know postcode,,"Chatting/messaging friends on phone or computer ",,,,TestLocalAuthority
2024-07-18 11:11:53,2024-07-18 11:11:53,Survey Test,100,0,True,2024-07-18 11:11:53,R_eJyBhU7isMe2b9Y,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:11:53,2024-07-18 11:11:53,Survey Test,100,0,True,2024-07-18 11:11:54,R_8ozfozrRNlEwAKi,test,,"Yes, I am happy to take part",P7,Boy,November,23,1911,Fair,Prefer not to say,At no time,Most of the time,Some of the time,Less than half of the time,2,9,Prefer not to say,1,7,10,1,5,3,8,3,Sometimes,Prefer not to say,Prefer not to say,"Always ",Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Sometimes,Prefer not to say,Prefer not to say,Sometimes,Prefer not to say,Sometimes,Prefer not to say,I don’t like it very much,Some,Prefer not to say,Prefer not to say,Almost never,Sometimes,Almost never,Sometimes,"Very often ","Very often ","Very often ",Sometimes,"Very often ",Often,Almost never,Often,"Very often ",Often,"Very often ",Almost never,"Very often ",Almost never,Prefer not to say,No,Prefer not to say,More than two,Prefer not to say,One,Yes,Don't know postcode,,"Creative arts (drama, dance, music) ,Something else ",,,,TestLocalAuthority
2024-07-18 11:11:54,2024-07-18 11:11:54,Survey Test,100,0,True,2024-07-18 11:11:54,R_9NuzR8e5uyAwDMG,test,,"Yes, I am happy to take part",Prefer not to say,In another way,March,20,2002,Prefer not to say,More than half of the time,Some of the time,At no time,All of the time,Less than half of the time,6,0,0,10,6,Prefer not to say,Prefer not to say,4,10,7,2,Sometimes,Prefer not to say,Prefer not to say,"Never ","Always ","Never ","Always ","Never ","Never ","Never ",Sometimes,"Always ",Sometimes,Prefer not to say,"Always ",Prefer not to say,I don’t like it at all,Some,Never,Almost never,Often,Often,"Very often ",Often,"Very often ","Very often ",Almost never,"Very often ","Very often ",Often,Almost never,Almost never,"Very often ",Prefer not to say,Almost never,Often,Sometimes,Prefer not to say,Often,"Yes, one",No,One,Once,One,No,Don't know postcode,,"Creative arts (drama, dance, music) ",,,,TestLocalAuthority
2024-07-18 11:11:54,2024-07-18 11:11:54,Survey Test,100,0,True,2024-07-18 11:11:54,R_bk1jYMRLwcp6ziu,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:11:54,2024-07-18 11:11:54,Survey Test,100,0,True,2024-07-18 11:11:54,R_2lO97KqHpTZPi06,test,,"Yes, I am happy to take part",Prefer not to say,Prefer not to say,February,6,2004,Prefer not to say,Prefer not to say,Some of the time,Most of the time,All of the time,Most of the time,Prefer not to say,Prefer not to say,3,7,2,8,2,8,9,5,3,Prefer not to say,"Always ",Sometimes,"Always ","Never ","Always ",Sometimes,Sometimes,Prefer not to say,Prefer not to say,Sometimes,Prefer not to say,"Always ",Sometimes,"Never ",Sometimes,I like it a lot,A lot,Hardly ever,Very often,Often,Prefer not to say,Prefer not to say,Almost never,Almost never,"Very often ","Very often ",Often,"Very often ",Prefer not to say,"Very often ","Very often ",Almost never,"Very often ",Sometimes,Almost never,"Very often ",Often,"Very often ",Prefer not to say,No,One,Prefer not to say,One,Prefer not to say,My postcode is:,EC1A 1HQ,"Doing a physical activity or sport ,Watching TV ",,,,TestLocalAuthority
2024-07-18 11:11:54,2024-07-18 11:11:55,Survey Test,100,1,True,2024-07-18 11:11:55,R_2tVNJfStsr3iKge,test,,"Yes, I am happy to take part",P6,Girl,April,9,2037,Prefer not to say,Less than half of the time,Most of the time,All of the time,At no time,Prefer not to say,3,Prefer not to say,9,6,0,6,0,5,9,2,9,Sometimes,Sometimes,Sometimes,Prefer not to say,"Never ","Always ","Always ",Prefer not to say,"Always ",Prefer not to say,Prefer not to say,Sometimes,Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,I don’t like it at all,Some,Often,Prefer not to say,Prefer not to say,Sometimes,Often,Often,Often,Often,Sometimes,Often,"Very often ",Almost never,Sometimes,Often,Almost never,Prefer not to say,Almost never,Sometimes,Often,Often,Sometimes,"Yes, two or more",No,More than two,Prefer not to say,None,Prefer not to say,Don't know postcode,,"Outdoor activities (playing, walking, cycling etc) ,Playing computer games ,Creative arts (drama, dance, music) ",,,,TestLocalAuthority
2024-07-18 11:11:55,2024-07-18 11:11:55,Survey Test,100,0,True,2024-07-18 11:11:55,R_6u2snt978DEzGvQ,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:11:55,2024-07-18 11:11:55,Survey Test,100,0,True,2024-07-18 11:11:55,R_246KwX6CxJm6cXs,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:11:55,2024-07-18 11:11:55,Survey Test,100,0,True,2024-07-18 11:11:55,R_eRpKsWyLt5GanYi,test,,"Yes, I am happy to take part",P7,Boy,September,31,1987,Prefer not to say,Most of the time,Prefer not to say,Less than half of the time,All of the time,At no time,7,1,9,10,0,4,3,6,0,4,3,Sometimes,"Always ",Sometimes,Sometimes,"Always ","Never ","Always ","Always ","Always ","Never ","Never ",Prefer not to say,Sometimes,"Always ","Never ","Never ",I don’t like it at all,Prefer not to say,Hardly ever,Almost never,"Very often ",Almost never,"Very often ",Almost never,"Very often ",Prefer not to say,Almost never,Almost never,"Very often ",Sometimes,Almost never,Sometimes,Sometimes,Often,Often,"Very often ",Often,Prefer not to say,Often,Prefer not to say,Yes,One,Twice,Prefer not to say,Prefer not to say,Don't know postcode,,"Outdoor activities (playing, walking, cycling etc) ,Reading ",,,,TestLocalAuthority
2024-07-18 11:11:55,2024-07-18 11:11:56,Survey Test,100,1,True,2024-07-18 11:11:56,R_8zREWXyXmwiRCyq,test,,"Yes, I am happy to take part",P7,Girl,September,21,1997,Poor,Some of the time,More than half of the time,Most of the time,Most of the time,More than half of the time,0,10,2,5,6,3,6,5,Prefer not to say,10,9,Always,Prefer not to say,"Never ",Prefer not to say,Prefer not to say,"Always ",Prefer not to say,"Always ",Sometimes,Prefer not to say,"Never ","Always ",Prefer not to say,"Never ","Never ","Never ",I don’t like it very much,A lot,Hardly ever,Sometimes,"Very often ",Often,"Very often ","Very often ",Often,Almost never,Prefer not to say,"Very often ",Sometimes,"Very often ",Almost never,Often,Almost never,Prefer not to say,Prefer not to say,Prefer not to say,"Very often ",Often,Often,"Yes, one",Yes,Two,Not at all,Two,No,My postcode is:,EC1A 1HQ,"Hanging out with friends ,Reading ",,,,TestLocalAuthority
2024-07-18 11:11:56,2024-07-18 11:11:56,Survey Test,100,0,True,2024-07-18 11:11:56,R_6sWIdC0BhVJr3Iq,test,,"Yes, I am happy to take part",Prefer not to say,Girl,February,6,1946,Good,Less than half of the time,More than half of the time,More than half of the time,Some of the time,Some of the time,10,0,6,0,10,6,6,7,1,9,0,Always,Prefer not to say,Prefer not to say,"Always ","Always ",Sometimes,Sometimes,"Never ","Always ",Sometimes,Prefer not to say,"Always ",Sometimes,"Never ","Never ",Sometimes,I like it a bit,Prefer not to say,Sometimes,Very often,Prefer not to say,"Very often ",Sometimes,Almost never,Prefer not to say,"Very often ","Very often ",Prefer not to say,Prefer not to say,Often,Almost never,"Very often ",Almost never,Often,Almost never,Often,Prefer not to say,Often,Almost never,"Yes, one",No,None,Once,One,Yes,Don't know postcode,,"Playing computer games ,Reading ",,,,TestLocalAuthority
2024-07-18 11:11:56,2024-07-18 11:11:56,Survey Test,100,0,True,2024-07-18 11:11:56,R_eQFh5kFscAofMSa,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:11:56,2024-07-18 11:11:56,Survey Test,100,0,True,2024-07-18 11:11:57,R_54lBargFjYDdmKy,test,,"Yes, I am happy to take part",P7,Prefer not to say,October,25,1962,Poor,More than half of the time,All of the time,All of the time,Prefer not to say,At no time,3,10,7,5,8,Prefer not to say,8,3,3,2,5,"Never ",Sometimes,Sometimes,Prefer not to say,Sometimes,Sometimes,"Always ",Prefer not to say,"Always ",Prefer not to say,"Always ",Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,"Never ",I like it a bit,A little,Prefer not to say,Often,Sometimes,Prefer not to say,Sometimes,Often,Often,Almost never,Sometimes,"Very often ",Almost never,Prefer not to say,"Very often ",Sometimes,Prefer not to say,Sometimes,"Very often ",Sometimes,Almost never,Almost never,Sometimes,Prefer not to say,Prefer not to say,More than two,More than twice,Two,Prefer not to say,My postcode is:,EC1A 1HQ,"Chatting/messaging friends on phone or computer ,Watching TV ",,,,TestLocalAuthority
